PolicyNumber,CarrierCode,AgentCode,TransactionType,PolicyEffectiveDate,PolicyExpirationDate,TransactionEffectiveDate,TermLengthMonths,LineOfBusiness,Subline,InsuredName,InsuredPrimaryEmail,RiskLocationAddress,State,InsuredMailingAddress,RatedDriverCount,VehicleCount,DwellingYearBuilt,ConstructionType,ProtectionClass,Limit_BI,Limit_PD,Deductible_Collision,Deductible_Comprehensive,TermPremium,WrittenPremium,EarnedPremium,BillingPlan,CancellationDate,ReinstatementDate,RewriteIndicator,eDocIndicator,UnearnedPremium
MTJ5018649,PRGS,120240,Renewal,4/1/2025,4/1/2026,4/1/2025,12,WC,Workers Compensation,Stanley Anderson,stanley.anderson@mail.com,"901 Garcia Meadows, West Craig, VI 41670",VI,"901 Garcia Meadows, West Craig, VI 41670",,,,,,,,,,3714.37,3714.37,2788.32,Direct Bill,,,FALSE,FALSE,926.05
NTD4532752,FARM,120139,Renewal,4/1/2025,4/1/2026,4/1/2025,12,Umbrella,Personal Umbrella,Brandon Young,brandon.young@mail.com,"112 John Common, Gonzaleztown, OH 36445",OH,"672 Shannon Well, West Kerry, SD 72879",,,,,,,,,,340.78,340.78,255.82,Agency Bill,,,FALSE,FALSE,84.96
XFT1815378,LIBM,120050,Renewal,4/1/2025,4/1/2026,4/1/2025,12,WC,Workers Compensation,Jennifer Pearson,jennifer.pearson@mail.com,"116 Houston Extensions, East Sarahburgh, AL 33199",AL,"116 Houston Extensions, East Sarahburgh, AL 33199",,,,,,,,,,2422.36,2422.36,1818.43,Direct Bill,,,FALSE,TRUE,603.93
YGC1597520,HART,120160,Renewal,4/1/2025,4/1/2026,4/1/2025,12,Homeowners,HO3,Ann Mack,ann.mack@policyhub.org,"22293 Natalie Center, Teresafurt, AK 38038",AK,"22293 Natalie Center, Teresafurt, AK 38038",,,1974,Frame,9,,,,,575.44,575.44,431.97,Direct Bill,,,FALSE,TRUE,143.47
AAP7048466,CHUB,120167,Renewal,4/1/2025,4/1/2026,4/1/2025,12,WC,Workers Compensation,Brandy Flowers,brandy.flowers@mail.com,"027 Clark Neck Suite 756, Tracitown, AK 71215",AK,"027 Clark Neck Suite 756, Tracitown, AK 71215",,,,,,,,,,2732.22,2732.22,2051.04,Direct Bill,,,FALSE,FALSE,681.18
KWN0368975,LIBM,120175,Renewal,4/1/2025,4/1/2026,4/1/2025,12,Homeowners,HO3,Arthur Martinez,arthur.martinez@mail.com,"720 Timothy Creek, Brandonview, AR 81520",AR,"720 Timothy Creek, Brandonview, AR 81520",,,1987,Frame,4,,,,,1013.91,1013.91,761.13,Direct Bill,,,FALSE,TRUE,252.78
FJN2528090,LIBM,120058,New,4/1/2025,4/1/2026,4/1/2025,12,Personal Auto,Private Passenger Auto,Timothy Garcia,timothy.garcia@insmail.com,"19932 Bishop Isle, Lake Crystal, GU 88024",GU,"19932 Bishop Isle, Lake Crystal, GU 88024",3,3,,,,50/100,50000,2500,500,2937.29,2937.29,2204.98,Agency Bill,,,FALSE,TRUE,732.31
VRC5659907,PRGS,120230,Renewal,4/1/2025,4/1/2026,4/1/2025,12,Umbrella,Personal Umbrella,Kathryn Ortega,kathryn.ortega@mail.com,"9572 Rogers Field Suite 638, South Emily, IA 33124",IA,"9572 Rogers Field Suite 638, South Emily, IA 33124",,,,,,,,,,521.9,521.9,391.78,Direct Bill,,,FALSE,FALSE,130.12
HWV9523665,HART,120010,Renewal,4/1/2025,4/1/2026,4/1/2025,12,WC,Workers Compensation,Caroline Hoffman,caroline.hoffman@insmail.com,"5258 Miller Bypass Suite 926, New Cherylberg, AR 16650",AR,"5258 Miller Bypass Suite 926, New Cherylberg, AR 16650",,,,,,,,,,2379.27,2379.27,1786.08,Agency Bill,,,FALSE,TRUE,593.19
EMB8270804,NATI,120280,Renewal,4/1/2025,4/1/2026,4/1/2025,12,Personal Auto,Private Passenger Auto,Jo Nelson,jo.nelson@insmail.com,"783 Wells Mountains Apt. 600, New Lori, KY 41566",KY,"783 Wells Mountains Apt. 600, New Lori, KY 41566",2,2,,,,50/100,250000,500,1000,2097.69,2097.69,1574.7,Direct Bill,,,FALSE,TRUE,522.99
BMA9447320,HART,120108,Renewal,4/1/2025,4/1/2026,4/1/2025,12,Homeowners,HO3,Gregory Daniels,gregory.daniels@insmail.com,"0261 Wise Falls, Barnettside, RI 04030",RI,"0261 Wise Falls, Barnettside, RI 04030",,,2002,Masonry,7,,,,,992.47,992.47,745.03,Direct Bill,,,FALSE,TRUE,247.44
ZUS1293001,LIBM,120126,Renewal,4/1/2025,4/1/2026,4/1/2025,12,BOP,Businessowners,Christopher Jackson,christopher.jackson@insmail.com,"5935 Mike Plains, Pruittfort, VA 92050",VA,"5935 Mike Plains, Pruittfort, VA 92050",,,,Frame,5,,,,,13201.5,13201.5,9910.17,Direct Bill,,,FALSE,FALSE,3291.33
MVZ5329769,PRGS,120103,Endorsement,4/1/2025,4/1/2026,12/8/2025,12,Umbrella,Personal Umbrella,Vickie Shelton,vickie.shelton@policyhub.org,"507 Veronica Shoals Apt. 979, New James, FL 24399",FL,"507 Veronica Shoals Apt. 979, New James, FL 24399",,,,,,,,,,802.15,62.54,602.16,Direct Bill,,,FALSE,FALSE,199.99
ZAU1374367,TRAV,120026,New,4/1/2025,4/1/2026,4/1/2025,12,Personal Auto,Private Passenger Auto,Jordan Deleon,jordan.deleon@policyhub.org,"44014 Morgan Way, Chadshire, GA 67335",GA,"772 Holly Mountains Apt. 858, Kington, DE 02447",3,1,,,,50/100,50000,250,1000,868.77,868.77,652.17,Direct Bill,,,FALSE,TRUE,216.6
NZF0812372,HART,120009,Renewal,4/1/2025,4/1/2026,4/1/2025,12,Homeowners,HO3,Cameron Curry,cameron.curry@insmail.com,"31452 Greene Ranch, Tannershire, KY 78658",KY,"31452 Greene Ranch, Tannershire, KY 78658",,,2018,Masonry,3,,,,,887.64,887.64,666.34,Agency Bill,,,FALSE,TRUE,221.3
YLY3691295,PRGS,120107,Renewal,4/1/2025,4/1/2026,4/1/2025,12,BOP,Businessowners,Brandy Jones,brandy.jones@policyhub.org,"5313 Dennis Springs Apt. 714, Jacksonville, CA 42987",CA,"71727 Thompson Canyon, West Ashleytown, IL 87129",,,,Non-Combustible,5,,,,,5082.01,5082.01,3814.99,Direct Bill,,,FALSE,TRUE,1267.02
GCN1435914,CHUB,120224,Reinstate,4/1/2025,4/1/2026,4/22/2025,12,Package,Commercial Package,William Marshall,william.marshall@mail.com,"6886 Craig Union Suite 676, Beverlyview, VA 65049",VA,"6886 Craig Union Suite 676, Beverlyview, VA 65049",,,,Frame,4,,,,,6894.68,0,5175.73,Direct Bill,,9/3/2022,FALSE,TRUE,1718.95
LHE4508456,ALLS,120182,Rewrite,4/1/2025,4/1/2026,4/1/2025,12,Package,Commercial Package,Christopher Harris,christopher.harris@policyhub.org,"45047 Courtney Garden, Michellemouth, ME 97391",ME,"95961 Holmes Path Suite 027, Derrickbury, AL 90378",,,,Masonry,4,,,,,18352.41,18352.41,13776.88,Direct Bill,,,TRUE,FALSE,4575.53
WYT3623248,FARM,120065,New,4/1/2025,4/1/2026,4/1/2025,12,Personal Auto,Private Passenger Auto,Meagan Norman,meagan.norman@customer.net,"620 Wyatt Meadows, South Davidburgh, PA 83086",PA,"620 Wyatt Meadows, South Davidburgh, PA 83086",2,2,,,,25/50,100000,2500,500,2351.27,2351.27,1765.06,Direct Bill,,,FALSE,TRUE,586.21
KNN1361247,FARM,120023,Renewal,4/1/2025,4/1/2026,4/1/2025,12,Homeowners,HO3,Christopher Oneal,christopher.oneal@mail.com,"70681 Meza Lock Apt. 936, Rebeccaburgh, CO 88211",CO,"0402 Rogers Rapids Suite 497, Garciaport, OR 84158",,,1982,Fire Resistive,4,,,,,500,500,375.34,Agency Bill,,,FALSE,TRUE,124.66
GGU6993063,LIBM,120069,Renewal,4/1/2025,4/1/2026,4/1/2025,12,BOP,Businessowners,Ashley Thomas,ashley.thomas@mail.com,"98667 Ashley Center Suite 916, Briantown, MH 80021",MH,"98667 Ashley Center Suite 916, Briantown, MH 80021",,,,Masonry,5,,,,,7298.52,7298.52,5478.89,Agency Bill,,,FALSE,FALSE,1819.63
YPV6293649,ALLS,120101,Renewal,4/1/2025,4/1/2026,4/1/2025,12,Umbrella,Personal Umbrella,Katherine Mckee,katherine.mckee@example.com,"533 Manning Trail Suite 100, Benjaminstad, ID 41462",ID,"533 Manning Trail Suite 100, Benjaminstad, ID 41462",,,,,,,,,,234.19,234.19,175.8,Direct Bill,,,FALSE,TRUE,58.39
SXP9055856,HART,120048,Renewal,4/1/2025,4/1/2026,4/1/2025,12,BOP,Businessowners,Andrew Barnes,andrew.barnes@example.com,"414 Baker Locks Suite 959, North Gary, FL 43463",FL,"414 Baker Locks Suite 959, North Gary, FL 43463",,,,Fire Resistive,9,,,,,9061.27,9061.27,6802.16,Direct Bill,,,FALSE,TRUE,2259.11
VDU8756083,TRAV,120172,New,4/1/2025,4/1/2026,4/1/2025,12,Personal Auto,Private Passenger Auto,Rachel Marshall,rachel.marshall@policyhub.org,"51032 Phillips Stravenue, Lake Timothyside, MI 99819",MI,"51032 Phillips Stravenue, Lake Timothyside, MI 99819",1,3,,,,50/100,500000,1000,500,1009.96,1009.96,758.16,Direct Bill,,,FALSE,TRUE,251.8
FEH6583593,CHUB,120088,Renewal,4/1/2025,4/1/2026,4/1/2025,12,Umbrella,Personal Umbrella,Andrea Salas,andrea.salas@customer.net,"88024 Nicole Drive, New Cassandra, GA 59399",GA,"88024 Nicole Drive, New Cassandra, GA 59399",,,,,,,,,,361.28,361.28,271.21,Agency Bill,,,FALSE,TRUE,90.07
EBU9342542,FARM,120219,Renewal,4/1/2025,4/1/2026,4/1/2025,12,Personal Auto,Private Passenger Auto,Oscar Bowen,oscar.bowen@example.com,"991 Harvey Estates, East Troy, NV 74574",NV,"991 Harvey Estates, East Troy, NV 74574",2,2,,,,50/100,250000,500,500,2116.44,2116.44,1588.78,Direct Bill,,,FALSE,TRUE,527.66
VMF4744206,NATI,120290,New,4/1/2025,4/1/2026,4/1/2025,12,Personal Auto,Private Passenger Auto,Zachary Bridges,zachary.bridges@example.com,"7816 Schneider View Suite 453, East Sara, OH 13902",OH,"886 Dennis Pine Apt. 735, Danielmouth, DE 03394",1,2,,,,25/50,25000,500,2500,1317.6,1317.6,989.1,Direct Bill,,,FALSE,TRUE,328.5
XCE7120893,PRGS,120124,New,4/1/2025,4/1/2026,4/1/2025,12,Personal Auto,Private Passenger Auto,Jasmine Erickson,jasmine.erickson@mail.com,"1475 Kelly Pines, New Jessicaside, MN 59284",MN,"1475 Kelly Pines, New Jessicaside, MN 59284",2,2,,,,25/50,100000,500,250,1938.84,1938.84,1455.46,Direct Bill,,,FALSE,TRUE,483.38
BMS3026291,TRAV,120048,Cancel,4/1/2025,3/20/2026,3/20/2026,12,Package,Commercial Package,Troy Page,troy.page@insmail.com,"5355 Bradley Meadows, Stewartview, TX 02331",TX,"16374 Smith Knolls, North Joshuahaven, VI 26862",,,,Frame,8,,,,,6628.95,0,5145.42,Direct Bill,4/4/2023,,FALSE,FALSE,1483.53
EBA5020192,GEIC,120296,Renewal,4/1/2025,4/1/2026,4/1/2025,12,WC,Workers Compensation,Courtney Shaw,courtney.shaw@policyhub.org,"688 Walker Drive Apt. 819, North Amandahaven, TX 48718",TX,"688 Walker Drive Apt. 819, North Amandahaven, TX 48718",,,,,,,,,,10138.74,10138.74,7611,Direct Bill,,,FALSE,TRUE,2527.74
ALM4490840,PRGS,120280,New,4/1/2025,4/1/2026,4/1/2025,12,Personal Auto,Private Passenger Auto,Stacy Washington,stacy.washington@customer.net,"530 Heather Lock, Thomastown, CA 62886",CA,"530 Heather Lock, Thomastown, CA 62886",3,4,,,,50/100,100000,500,500,1546.23,1546.23,1160.73,Direct Bill,,,FALSE,TRUE,385.5
MHS2996540,ALLS,120159,New,4/1/2025,4/1/2026,4/1/2025,12,Personal Auto,Private Passenger Auto,Hannah Graham,hannah.graham@example.com,"11308 Clayton Branch Suite 267, North Paulside, MT 12904",MT,"28872 Gregory Junction Apt. 541, Lake Michael, GA 01112",1,3,,,,50/100,50000,1000,500,1486.99,1486.99,1116.26,Agency Bill,,,FALSE,TRUE,370.73
JDJ0514536,GEIC,120189,New,4/1/2025,4/1/2026,4/1/2025,12,Personal Auto,Private Passenger Auto,Shannon Morris,shannon.morris@example.com,"8668 Snyder Skyway Apt. 259, Sanchezberg, MI 32145",MI,"8668 Snyder Skyway Apt. 259, Sanchezberg, MI 32145",2,1,,,,25/50,50000,1000,500,1088.17,1088.17,816.87,Direct Bill,,,FALSE,TRUE,271.3
BDE4316233,GEIC,120206,New,4/1/2025,4/1/2026,4/1/2025,12,Personal Auto,Private Passenger Auto,Daniel Pugh,daniel.pugh@insmail.com,"1285 Kristy Terrace Apt. 433, West Logan, ID 49665",ID,"1285 Kristy Terrace Apt. 433, West Logan, ID 49665",3,2,,,,50/100,50000,1000,2500,1251.69,1251.69,939.62,Direct Bill,,,FALSE,TRUE,312.07
YLE2373859,NATI,120269,Renewal,4/1/2025,4/1/2026,4/1/2025,12,WC,Workers Compensation,Laurie Mahoney,laurie.mahoney@customer.net,"161 Tyler Corner, Daniellefort, PA 81166",PA,"83545 Michael Valley, Port Donna, MS 80184",,,,,,,,,,2662.34,2662.34,1998.58,Agency Bill,,,FALSE,TRUE,663.76
FUJ1952754,ALLS,120088,Renewal,4/1/2025,4/1/2026,4/1/2025,12,Homeowners,HO3,Pamela Hampton,pamela.hampton@mail.com,"54259 Ellis Ridges, Robinsonhaven, WA 05060",WA,"54259 Ellis Ridges, Robinsonhaven, WA 05060",,,2002,Fire Resistive,9,,,,,3541.34,3541.34,2658.43,Agency Bill,,,FALSE,FALSE,882.91
BXM3945562,TRAV,120004,Renewal,4/1/2025,4/1/2026,4/1/2025,12,Personal Auto,Private Passenger Auto,Kelsey Webb,kelsey.webb@example.com,"45699 Lindsey Course Suite 324, Ortegatown, ND 55227",ND,"3817 Catherine Drive, North Devin, WY 79740",3,1,,,,50/100,100000,500,500,802.56,802.56,602.47,Direct Bill,,,FALSE,TRUE,200.09
LLG2151784,FARM,120204,New,4/1/2025,4/1/2026,4/1/2025,12,Personal Auto,Private Passenger Auto,Willie Hanson,willie.hanson@example.com,"159 Joshua Shore, Johnchester, ID 70038",ID,"159 Joshua Shore, Johnchester, ID 70038",4,4,,,,50/100,100000,500,250,2229.57,2229.57,1673.7,Direct Bill,,,FALSE,TRUE,555.87
EEA8270844,NATI,120292,Renewal,4/1/2025,4/1/2026,4/1/2025,12,Personal Auto,Private Passenger Auto,Steven Torres,steven.torres@customer.net,"329 Fletcher Brooks, Lake Marilyntown, IA 27694",IA,"10521 Castillo Isle, Crystalfurt, IA 45893",2,1,,,,50/100,250000,250,250,775.31,775.31,582.01,Agency Bill,,,FALSE,FALSE,193.3
EJF0992669,AMFA,120175,New,4/1/2025,4/1/2026,4/1/2025,12,Personal Auto,Private Passenger Auto,Amanda Schwartz,amanda.schwartz@mail.com,"765 Hernandez Lock Apt. 974, South Mary, MD 22594",MD,"765 Hernandez Lock Apt. 974, South Mary, MD 22594",2,1,,,,50/100,250000,250,2500,1120.83,1120.83,841.39,Direct Bill,,,FALSE,TRUE,279.44
KSC4152699,CHUB,120256,Renewal,4/1/2025,4/1/2026,4/1/2025,12,Homeowners,HO3,Ronald Martinez,ronald.martinez@customer.net,"54007 Douglas Mall Apt. 059, North Jamesfort, NC 99079",NC,"54007 Douglas Mall Apt. 059, North Jamesfort, NC 99079",,,1995,Joisted Masonry,8,,,,,2175.98,2175.98,1633.48,Direct Bill,,,FALSE,FALSE,542.5
ATN8785023,LIBM,120144,Renewal,4/1/2025,4/1/2026,4/1/2025,12,BOP,Businessowners,Jennifer Howell,jennifer.howell@mail.com,"45280 Jones Heights, Kimbury, NV 02211",NV,"4014 Fitzgerald Pass Apt. 755, New Jamieland, MI 84779",,,,Joisted Masonry,7,,,,,6031.22,6031.22,4527.55,Direct Bill,,,FALSE,TRUE,1503.67
YSN5122573,AMFA,120079,New,4/1/2025,4/1/2026,4/1/2025,12,Personal Auto,Private Passenger Auto,Jessica Villa,jessica.villa@example.com,"1165 Derrick Mall Suite 260, Morganhaven, AR 62237",AR,"1165 Derrick Mall Suite 260, Morganhaven, AR 62237",4,4,,,,25/50,100000,250,1000,1705.49,1705.49,1280.29,Agency Bill,,,FALSE,TRUE,425.2
VAH6627714,TRAV,120069,New,4/1/2025,4/1/2026,4/1/2025,12,Personal Auto,Private Passenger Auto,Glenda Moreno,glenda.moreno@insmail.com,"58949 Laura Lodge, Christopherton, NM 92337",NM,"58949 Laura Lodge, Christopherton, NM 92337",1,2,,,,50/100,100000,2500,500,1651.59,1651.59,1239.82,Agency Bill,,,FALSE,TRUE,411.77
WAU1020717,LIBM,120193,Renewal,4/1/2025,4/1/2026,4/1/2025,12,Homeowners,HO3,Samantha Romero,samantha.romero@insmail.com,"6242 Martinez Islands Suite 068, New Peggy, NH 54679",NH,"50817 Jennifer Ports Suite 319, Lake Ashleyberg, NV 70200",,,2013,Fire Resistive,5,,,,,709.05,709.05,532.27,Direct Bill,,,FALSE,TRUE,176.78
XAY8416629,GEIC,120085,Renewal,4/1/2025,4/1/2026,4/1/2025,12,Homeowners,HO3,Helen Garcia,helen.garcia@customer.net,"476 Kaylee Extension, East Jeffrey, WY 77761",WY,"476 Kaylee Extension, East Jeffrey, WY 77761",,,1988,Frame,7,,,,,1168.98,1168.98,877.54,Direct Bill,,,FALSE,TRUE,291.44
NPK3172751,ALLS,120199,New,4/1/2025,4/1/2026,4/1/2025,12,Personal Auto,Private Passenger Auto,Nicholas Wright,nicholas.wright@mail.com,"02494 Joshua Causeway Suite 817, South Teresa, OH 51799",OH,"02494 Joshua Causeway Suite 817, South Teresa, OH 51799",1,2,,,,25/50,100000,500,250,1564.03,1564.03,1174.09,Direct Bill,,,FALSE,TRUE,389.94
DTH1401200,LIBM,120289,New,4/1/2025,4/1/2026,4/1/2025,12,Personal Auto,Private Passenger Auto,Courtney Romero,courtney.romero@policyhub.org,"501 Hall Crest, Port Sethborough, AK 43026",AK,"501 Hall Crest, Port Sethborough, AK 43026",1,2,,,,50/100,50000,500,500,2125.41,2125.41,1595.51,Direct Bill,,,FALSE,TRUE,529.9
YSE8142941,AMFA,120016,New,4/1/2025,4/1/2026,4/1/2025,12,Personal Auto,Private Passenger Auto,Amy Baldwin,amy.baldwin@example.com,"50544 Travis Extension, New Robinhaven, ID 68731",ID,"50544 Travis Extension, New Robinhaven, ID 68731",4,2,,,,25/50,100000,2500,1000,1594.92,1594.92,1197.28,Direct Bill,,,FALSE,TRUE,397.64
DND7077918,GEIC,120023,Renewal,4/1/2025,4/1/2026,4/1/2025,12,Homeowners,HO3,George Bradley,george.bradley@insmail.com,"85405 Donna Skyway Suite 251, Summersmouth, NV 14652",NV,"7357 Lyons Falls Suite 738, Brucefurt, ME 94246",,,1952,Masonry Veneer,7,,,,,1002.69,1002.69,752.7,Direct Bill,,,FALSE,TRUE,249.99
JBW1676877,TRAV,120095,Renewal,4/1/2025,4/1/2026,4/1/2025,12,BOP,Businessowners,Sherri Brown,sherri.brown@policyhub.org,"49774 Michael Fall, North Lisatown, NJ 34971",NJ,"49774 Michael Fall, North Lisatown, NJ 34971",,,,Masonry,4,,,,,8946.59,8946.59,6716.07,Agency Bill,,,FALSE,TRUE,2230.52
TSC5127967,ALLS,120009,Renewal,4/1/2025,4/1/2026,4/1/2025,12,BOP,Businessowners,Michael Acevedo,michael.acevedo@policyhub.org,"852 Kayla Mission, East Alan, KS 49847",KS,"852 Kayla Mission, East Alan, KS 49847",,,,Joisted Masonry,5,,,,,1877.14,1877.14,1409.14,Direct Bill,,,FALSE,TRUE,468
VUJ9365722,NATI,120160,Renewal,4/1/2025,4/1/2026,4/1/2025,12,WC,Workers Compensation,Richard Lewis,richard.lewis@mail.com,"9214 Larson Courts Apt. 478, Wolfburgh, NY 91542",NY,"9214 Larson Courts Apt. 478, Wolfburgh, NY 91542",,,,,,,,,,2000,2000,1501.37,Agency Bill,,,FALSE,TRUE,498.63
RCY5789683,TRAV,120246,New,4/1/2025,4/1/2026,4/1/2025,12,Personal Auto,Private Passenger Auto,Michael Hickman,michael.hickman@mail.com,"8446 Tom Locks Suite 234, North Ronaldville, VI 56432",VI,"8446 Tom Locks Suite 234, North Ronaldville, VI 56432",3,1,,,,25/50,500000,500,250,508.71,508.71,381.88,Direct Bill,,,FALSE,TRUE,126.83
DUZ6586878,HART,120078,New,4/1/2025,4/1/2026,4/1/2025,12,Personal Auto,Private Passenger Auto,Robert Scott,robert.scott@insmail.com,"2780 Branch Square Apt. 940, Maryton, DC 84422",DC,"2780 Branch Square Apt. 940, Maryton, DC 84422",2,1,,,,25/50,50000,250,500,1438.59,1438.59,1079.93,Direct Bill,,,FALSE,TRUE,358.66
YHJ0638994,GEIC,120170,Cancel,4/1/2025,7/26/2025,7/26/2025,12,Package,Commercial Package,Justin Ingram,justin.ingram@customer.net,"7936 Jose Mews Suite 627, East Sandy, WY 16936",WY,"7936 Jose Mews Suite 627, East Sandy, WY 16936",,,,Masonry,8,,,,,6417.27,0,6417.27,Direct Bill,10/18/2022,,FALSE,TRUE,0
YJZ2034292,TRAV,120272,Renewal,4/1/2025,4/1/2026,4/1/2025,12,Homeowners,HO3,Michelle Pena,michelle.pena@example.com,"6149 Jerome Mount, Waynehaven, AK 42277",AK,"6149 Jerome Mount, Waynehaven, AK 42277",,,1982,Frame,6,,,,,1702.83,1702.83,1278.29,Agency Bill,,,FALSE,TRUE,424.54
WAH1638414,NATI,120033,Renewal,4/1/2025,4/1/2026,4/1/2025,12,Homeowners,HO3,Laura Williams,laura.williams@customer.net,"128 Smith Glens Suite 152, Markborough, NM 51428",NM,"128 Smith Glens Suite 152, Markborough, NM 51428",,,1999,Masonry,5,,,,,2038.58,2038.58,1530.33,Agency Bill,,,FALSE,TRUE,508.25
UMS2024158,TRAV,120067,Renewal,4/1/2025,4/1/2026,4/1/2025,12,BOP,Businessowners,Michele Payne,michele.payne@example.com,"745 Joy Station Apt. 544, Timothyberg, NC 74715",NC,"745 Joy Station Apt. 544, Timothyberg, NC 74715",,,,Non-Combustible,6,,,,,5551.91,5551.91,4167.74,Direct Bill,,,FALSE,FALSE,1384.17
MYY9780624,NATI,120027,Renewal,4/1/2025,4/1/2026,4/1/2025,12,Personal Auto,Private Passenger Auto,Seth Brown,seth.brown@policyhub.org,"724 Katherine Dale Apt. 783, Lyonston, ND 61335",ND,"108 Jaime Shores, South Cherylview, OR 38590",3,3,,,,50/100,100000,1000,500,2441.77,2441.77,1833,Direct Bill,,,FALSE,TRUE,608.77
KCN5359318,ALLS,120066,Renewal,4/1/2025,4/1/2026,4/1/2025,12,WC,Workers Compensation,Stephanie Fischer,stephanie.fischer@example.com,"197 Rivera Roads Apt. 061, Aprilfort, SC 02299",SC,"84139 Palmer Loop Suite 155, Lake Mary, NJ 81000",,,,,,,,,,9942.39,9942.39,7463.6,Direct Bill,,,FALSE,FALSE,2478.79
JJE4582991,TRAV,120100,Renewal,4/1/2025,4/1/2026,4/1/2025,12,Umbrella,Personal Umbrella,Kayla Garrett,kayla.garrett@insmail.com,"462 Christopher Locks, West Zachary, MT 65262",MT,"462 Christopher Locks, West Zachary, MT 65262",,,,,,,,,,181.8,181.8,136.47,Agency Bill,,,FALSE,FALSE,45.33
ZMK3970200,FARM,120147,Renewal,4/1/2025,4/1/2026,4/1/2025,12,BOP,Businessowners,Alison Sullivan,alison.sullivan@policyhub.org,"49584 Torres Mountains Suite 239, West Stevenmouth, AZ 74932",AZ,"49584 Torres Mountains Suite 239, West Stevenmouth, AZ 74932",,,,Non-Combustible,10,,,,,2212.94,2212.94,1661.22,Direct Bill,,,FALSE,TRUE,551.72
RAE2297261,LIBM,120182,New,4/1/2025,4/1/2026,4/1/2025,12,Personal Auto,Private Passenger Auto,Nicole Mullins,nicole.mullins@mail.com,"9242 Wolf Stravenue, Castrochester, WY 02559",WY,"9242 Wolf Stravenue, Castrochester, WY 02559",3,2,,,,50/100,250000,500,2500,1172.77,1172.77,880.38,Direct Bill,,,FALSE,TRUE,292.39
XPC0114053,GEIC,120076,New,4/1/2025,4/1/2026,4/1/2025,12,Personal Auto,Private Passenger Auto,Kyle Howell,kyle.howell@insmail.com,"5836 Carrie Circles Suite 971, Lowestad, VA 78674",VA,"5836 Carrie Circles Suite 971, Lowestad, VA 78674",2,2,,,,50/100,50000,500,500,2138.98,2138.98,1605.7,Agency Bill,,,FALSE,FALSE,533.28
NNX8127420,HART,120258,Endorsement,4/1/2025,4/1/2026,12/6/2025,12,Umbrella,Personal Umbrella,Brian Abbott,brian.abbott@insmail.com,"605 Myers Lane, Lake Deanna, CO 28586",CO,"605 Myers Lane, Lake Deanna, CO 28586",,,,,,,,,,223.21,-6.86,167.56,Agency Bill,,,FALSE,TRUE,55.65
XDK3522032,TRAV,120141,Renewal,4/1/2025,4/1/2026,4/1/2025,12,BOP,Businessowners,Cheyenne Lopez,cheyenne.lopez@example.com,"21205 Wallace Squares Apt. 100, Diazview, LA 83537",LA,"21205 Wallace Squares Apt. 100, Diazview, LA 83537",,,,Frame,8,,,,,8403.41,8403.41,6308.31,Direct Bill,,,FALSE,TRUE,2095.1
DPB3652941,GEIC,120128,New,4/1/2025,4/1/2026,4/1/2025,12,Personal Auto,Private Passenger Auto,Joshua Mosley,joshua.mosley@mail.com,"10918 Brandon Points, Port Rachel, NH 80140",NH,"10918 Brandon Points, Port Rachel, NH 80140",1,2,,,,50/100,50000,1000,500,798.94,798.94,599.75,Direct Bill,,,FALSE,TRUE,199.19
YMW0374336,GEIC,120068,Renewal,4/1/2025,4/1/2026,4/1/2025,12,Homeowners,HO3,Darius Baker,darius.baker@mail.com,"54207 Singh Forges Apt. 526, North Heidi, TN 95714",TN,"54207 Singh Forges Apt. 526, North Heidi, TN 95714",,,1980,Joisted Masonry,6,,,,,1211.34,1211.34,909.33,Direct Bill,,,FALSE,TRUE,302.01
BPE8300917,LIBM,120160,Endorsement,4/1/2025,4/1/2026,4/26/2025,12,Umbrella,Personal Umbrella,Eric Wilson,eric.wilson@customer.net,"924 Kristina Alley, Port Jessicamouth, PR 22608",PR,"2550 Michele Parks Apt. 600, Tiffanyside, AR 56303",,,,,,,,,,411.85,20.52,309.17,Direct Bill,,,FALSE,TRUE,102.68
HLM6108710,CHUB,120115,Cancel,4/1/2025,3/18/2026,3/18/2026,12,Package,Commercial Package,Lori Lynch,lori.lynch@example.com,"325 Donald Islands Suite 175, Lake James, DE 04370",DE,"325 Donald Islands Suite 175, Lake James, DE 04370",,,,Frame,7,,,,,3967.95,0,3097.49,Direct Bill,2/17/2023,,FALSE,TRUE,870.46
EWB3780973,PRGS,120102,Renewal,4/1/2025,4/1/2026,4/1/2025,12,WC,Workers Compensation,Barry Wright,barry.wright@mail.com,"443 Michael Shore, East Joshuaside, NH 87267",NH,"443 Michael Shore, East Joshuaside, NH 87267",,,,,,,,,,12750.08,12750.08,9571.29,Direct Bill,,,FALSE,TRUE,3178.79
YGR1633011,TRAV,120241,Renewal,4/1/2025,4/1/2026,4/1/2025,12,Umbrella,Personal Umbrella,Tina Vaughn,tina.vaughn@customer.net,"440 Robinson Parks Suite 052, West Jameston, VA 14337",VA,"440 Robinson Parks Suite 052, West Jameston, VA 14337",,,,,,,,,,527.04,527.04,395.64,Agency Bill,,,FALSE,TRUE,131.4
